school,sex,age,address,famsize,Medu,Fedu,Mjob,Fjob,reason,traveltime,studytime,failures,activities,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3
GP,F,16.0,U,GT3,4,3,health,other,home,1,2.0,0,yes,yes,yes,no,4,3,5,2,2,14.0,14.0,15
GP,F,16.0,U,GT3,2,3,other,other,reputation,1,2.0,0,yes,yes,no,no,4,4,3,4,4,11.0,12.0,12
GP,F,17.0,U,GT3,1,1,other,other,course,1,2.0,0,no,yes,no,no,4,4,4,1,0,14.0,15.0,15
GP,F,17.0,R,GT3,2,2,other,other,reputation,1,1.0,0,no,yes,yes,no,5,3,2,3,21,13.0,13.0,13
GP,F,16.0,R,GT3,2,2,services,services,reputation,2,4.0,0,yes,yes,yes,no,5,3,5,5,6,13.0,13.0,13
GP,F,17.0,U,GT3,3,4,at home,services,home,1,3.0,1,no,yes,yes,yes,4,4,3,5,14,8.0,9.0,8
GP,F,16.0,U,GT3,3,1,services,other,course,1,2.0,0,no,yes,yes,no,2,3,3,4,2,11.0,11.0,12
GP,F,16.0,U,GT3,4,3,teacher,other,other,1,2.0,0,yes,yes,yes,yes,1,3,2,1,4,14.0,15.0,15
GP,F,16.0,U,GT3,1,1,at home,other,home,2,1.0,0,no,yes,no,no,4,3,2,5,2,12.0,13.0,13
GP,F,17.0,R,GT3,4,3,teacher,other,reputation,2,3.0,0,yes,yes,yes,yes,4,4,2,4,0,11.0,12.0,12
GP,F,19.0,U,GT3,3,3,other,other,reputation,1,4.0,0,yes,yes,yes,no,4,3,3,3,4,12.0,12.0,12
GP,M,17.0,U,LE3,4,4,services,other,home,1,2.0,0,no,yes,yes,yes,5,3,5,3,15,13.0,12.0,12
GP,F,16.0,U,GT3,2,2,other,other,reputation,1,2.0,0,no,yes,yes,no,3,3,4,4,0,13.0,13.0,13
GP,M,18.0,U,GT3,2,2,services,other,home,1,2.0,0,yes,yes,yes,no,4,4,4,5,10,12.0,11.0,11
GP,F,17.0,R,LE3,4,4,services,other,other,1,1.0,0,no,yes,no,no,5,2,1,3,6,12.0,11.0,11
GP,F,17.0,U,LE3,3,2,other,other,reputation,2,2.0,0,no,yes,yes,no,4,4,4,1,2,14.0,16.0,15
GP,F,17.0,U,GT3,4,3,other,other,reputation,1,2.0,0,no,yes,yes,yes,3,4,5,1,16,11.0,9.0,10
GP,M,18.0,U,LE3,3,3,services,health,home,1,2.0,0,no,yes,yes,no,3,2,4,4,10,10.0,10.0,10
GP,F,17.0,U,GT3,2,3,at home,other,home,2,1.0,0,no,yes,no,no,3,3,3,3,4,12.0,13.0,13
GP,F,17.0,U,GT3,2,2,at home,at_home,course,1,3.0,0,yes,yes,yes,no,4,3,3,4,0,12.0,12.0,13
GP,F,17.0,R,GT3,2,1,home,services,reputation,2,2.0,0,yes,yes,yes,no,4,2,5,5,0,11.0,10.0,11
GP,F,17.0,U,GT3,1,1,home,other,reputation,1,3.0,0,yes,yes,no,yes,4,3,4,5,12,12.0,12.0,12
GP,F,16.0,U,GT3,2,3,services,teacher,other,1,2.0,0,no,yes,yes,no,2,3,1,3,0,13.0,13.0,14
GP,M,18.0,U,GT3,2,2,other,other,home,2,2.0,3,no,yes,yes,no,3,3,3,4,9,10.0,9.0,10
GP,F,16.0,U,GT3,4,4,teacher,services,home,1,3.0,0,yes,yes,yes,no,5,3,2,5,4,15.0,16.0,16
GP,F,18.0,R,GT3,3,1,other,other,reputation,1,2.0,0,yes,yes,yes,yes,5,3,3,4,4,8.0,8.0,8
GP,F,17.0,U,GT3,3,2,other,other,course,1,2.0,0,yes,yes,yes,no,5,3,4,3,2,17.0,18.0,17
GP,M,17.0,U,LE3,2,3,services,services,reputation,1,2.0,0,no,yes,yes,no,5,3,3,3,0,10.0,11.0,11
GP,M,18.0,U,LE3,2,1,home,other,course,4,2.0,0,yes,yes,yes,yes,4,3,2,3,2,9.0,10.0,11
GP,F,17.0,U,GT3,2,1,other,other,course,2,3.0,0,yes,yes,yes,yes,3,2,3,3,0,15.0,15.0,16
GP,F,17.0,U,LE3,4,3,health,other,reputation,1,2.0,0,yes,yes,yes,yes,3,2,3,3,0,14.0,12.0,12
GP,M,17.0,R,GT3,2,2,other,other,course,2,2.0,0,yes,yes,yes,no,4,5,2,1,0,12.0,13.0,13
GP,M,17.0,U,GT3,4,4,teacher,teacher,reputation,1,2.0,0,yes,yes,yes,yes,4,5,5,2,0,13.0,13.0,13
GP,M,16.0,U,GT3,4,4,health,other,reputation,1,2.0,0,yes,yes,yes,no,4,2,4,1,0,13.0,13.0,14
GP,M,16.0,U,LE3,1,1,other,other,home,2,2.0,0,no,yes,yes,no,3,4,2,5,2,9.0,9.0,9
GP,M,16.0,U,GT3,3,2,at_home,other,reputation,2,3.0,0,yes,yes,yes,yes,5,3,3,2,0,12.0,12.0,12
GP,M,17.0,U,LE3,2,2,other,other,home,1,2.0,0,yes,yes,yes,yes,4,4,2,4,0,16.0,16.0,16
GP,F,16.0,U,GT3,2,1,other,other,home,1,1.0,0,no,yes,yes,yes,4,5,2,5,4,9.0,10.0,10
GP,F,16.0,U,GT3,4,1,other,other,home,1,2.0,0,yes,yes,yes,yes,5,3,3,5,0,14.0,13.0,13
GP,F,18.0,U,LE3,2,4,services,other,course,2,2.0,1,no,yes,yes,no,4,3,3,3,18,10.0,10.0,10
GP,F,18.0,U,LE3,2,2,at_home,services,course,1,2.0,1,no,yes,yes,yes,5,3,1,5,16,9.0,8.0,10
GP,F,18.0,U,GT3,3,3,other,other,course,2,1.0,1,no,no,yes,no,4,1,1,3,14,8.0,7.0,7
GP,M,18.0,U,GT3,2,2,other,at_home,course,1,1.0,1,yes,no,yes,yes,4,4,3,1,26,7.0,8.0,8
GP,M,17.0,U,GT3,4,4,teacher,teacher,course,1,1.0,0,yes,yes,yes,no,4,2,1,5,6,10.0,8.0,9
GP,F,17.0,U,GT3,3,2,other,other,course,1,2.0,0,yes,yes,no,no,5,4,2,3,4,14.0,14.0,15
GP,F,17.0,U,LE3,1,1,at_home,at_home,course,1,3.0,0,yes,yes,yes,yes,4,3,2,4,10,11.0,10.0,10
GP,F,16.0,U,GT3,1,2,other,other,course,1,1.0,0,no,no,yes,no,5,3,5,5,4,12.0,11.0,11
GP,F,17.0,R,GT3,2,1,at_home,services,course,3,2.0,0,yes,yes,no,no,2,1,1,3,2,13.0,13.0,13
GP,F,17.0,R,LE3,1,4,other,other,course,4,1.0,1,no,yes,yes,no,5,5,4,5,14,9.0,9.0,8
GP,M,18.0,U,GT3,2,2,other,services,reputation,1,2.0,0,no,no,yes,no,5,5,4,2,16,8.0,7.0,8
GP,F,17.0,U,LE3,2,2,other,other,home,1,1.0,1,no,no,yes,no,3,1,2,1,8,11.0,9.0,10
GP,F,17.0,R,LE3,1,1,at_home,other,course,2,3.0,0,yes,yes,yes,no,4,3,3,5,4,15.0,14.0,15
GP,F,17.0,U,LE3,4,2,teacher,other,course,1,2.0,0,yes,yes,no,no,4,3,2,4,4,15.0,14.0,14
GP,M,17.0,U,LE3,4,3,health,other,course,2,2.0,0,yes,yes,yes,yes,2,5,5,5,8,15.0,15.0,15
GP,M,17.0,R,LE3,4,4,teacher,other,course,2,2.0,0,no,yes,yes,no,3,3,3,4,0,12.0,12.0,12
GP,M,16.0,U,LE3,4,3,teacher,other,course,1,1.0,0,yes,yes,yes,no,5,4,5,3,7,14.0,14.0,15
GP,M,16.0,U,GT3,4,4,services,services,course,1,1.0,0,yes,yes,yes,no,5,3,2,5,4,14.0,15.0,15
GP,F,17.0,U,GT3,4,4,teacher,services,course,1,2.0,0,no,yes,yes,yes,5,3,1,5,2,11.0,11.0,12
GP,M,17.0,R,GT3,1,1,other,other,home,2,3.0,0,no,yes,yes,yes,4,3,3,1,2,13.0,14.0,15
GP,F,17.0,U,GT3,3,3,services,other,home,2,3.0,0,no,yes,yes,yes,4,2,2,5,10,11.0,11.0,11
GP,F,17.0,U,GT3,1,1,at_home,other,course,1,2.0,0,no,yes,no,yes,4,3,2,4,10,10.0,9.0,10
GP,F,18.0,U,GT3,2,1,other,other,course,2,3.0,0,no,yes,yes,yes,4,4,4,3,10,12.0,10.0,11
GP,M,16.0,U,GT3,2,1,other,other,course,3,1.0,0,no,yes,yes,no,4,3,3,4,7,15.0,16.0,16
GP,F,17.0,U,GT3,1,1,other,services,course,1,2.0,0,no,yes,no,no,4,3,4,5,4,11.0,10.0,11
GP,M,17.0,U,GT3,2,3,other,other,course,2,1.0,0,no,yes,yes,no,5,2,2,2,2,9.0,12.0,13
GP,M,22.0,U,GT3,3,1,services,services,other,1,1.0,3,no,no,yes,yes,5,4,5,1,12,7.0,8.0,5
GP,M,18.0,R,LE3,3,3,other,services,course,1,2.0,0,no,yes,yes,yes,4,3,3,5,8,10.0,9.0,10
GP,M,16.0,U,GT3,0,2,other,other,other,1,1.0,0,no,yes,yes,no,4,3,2,5,0,11.0,12.0,11
GP,M,18.0,U,GT3,3,2,services,other,course,2,1.0,0,no,no,yes,no,4,4,5,5,8,7.0,8.0,7
GP,M,16.0,U,GT3,3,3,at_home,other,reputation,3,2.0,1,no,yes,yes,no,5,3,3,2,4,9.0,11.0,10
GP,M,18.0,U,GT3,2,1,services,services,other,1,1.0,2,no,no,yes,no,3,2,5,5,4,7.0,8.0,6
GP,M,16.0,R,GT3,2,1,other,other,course,2,1.0,0,yes,yes,no,no,3,3,2,3,2,14.0,13.0,12
GP,M,17.0,R,GT3,2,1,other,other,course,1,1.0,0,no,yes,yes,no,4,4,2,5,0,12.0,12.0,13
GP,M,17.0,U,LE3,1,1,health,other,course,2,1.0,1,yes,yes,yes,no,4,4,4,5,0,9.0,10.0,10
GP,F,18.0,U,LE3,2,1,other,other,course,1,2.0,0,no,yes,yes,yes,4,3,4,5,2,12.0,12.0,13
GP,F,17.0,U,LE3,4,2,teacher,services,reputation,1,4.0,0,yes,yes,yes,no,4,2,3,4,2,14.0,15.0,17
GP,F,19.0,U,GT3,2,2,services,services,home,1,2.0,0,no,yes,yes,no,4,3,3,5,0,10.0,10.0,11
GP,M,18.0,U,LE3,2,1,services,other,course,3,2.0,1,yes,no,yes,no,4,4,5,5,4,11.0,10.0,11
GP,F,17.0,R,GT3,4,2,other,other,course,1,3.0,0,yes,yes,yes,no,4,3,4,5,2,11.0,12.0,14
GP,F,18.0,U,LE3,1,1,other,at_home,home,1,3.0,0,no,yes,no,no,4,4,3,3,4,11.0,12.0,14
GP,F,18.0,R,GT3,2,2,other,other,home,1,2.0,0,no,yes,no,no,3,2,3,5,4,11.0,11.0,13
GP,M,19.0,U,LE3,4,3,services,at_home,reputation,1,2.0,0,no,yes,yes,no,4,3,1,1,4,11.0,13.0,14
GP,M,18.0,U,GT3,2,1,other,other,home,1,2.0,0,yes,yes,yes,no,5,2,4,4,2,16.0,16.0,16
GP,M,17.0,R,GT3,2,2,other,services,other,2,1.0,0,no,no,no,no,5,2,2,4,0,9.0,10.0,10
GP,F,17.0,U,LE3,2,2,services,services,course,1,4.0,0,yes,yes,yes,yes,3,4,1,2,2,10.0,11.0,12
GP,F,20.0,R,GT3,2,1,other,other,course,2,2.0,0,yes,no,yes,yes,1,2,3,2,8,10.0,12.0,12
GP,M,18.0,R,GT3,3,2,other,other,course,1,3.0,0,yes,yes,no,no,5,3,2,3,2,10.0,11.0,12
GP,F,17.0,U,GT3,3,3,other,other,home,1,3.0,0,yes,yes,no,no,3,2,3,4,2,15.0,12.0,13
GP,F,18.0,U,GT3,2,2,at_home,services,home,1,3.0,0,yes,yes,yes,yes,4,3,3,3,0,11.0,12.0,13
GP,M,17.0,U,GT3,2,2,other,other,home,2,1.0,0,no,no,yes,no,4,4,4,4,8,8.0,8.0,9
GP,M,18.0,R,LE3,3,4,other,other,reputation,2,2.0,0,yes,yes,yes,no,4,2,5,1,6,15.0,16.0,16
GP,M,17.0,U,GT3,3,1,services,other,other,1,2.0,0,yes,yes,yes,yes,5,4,4,5,0,11.0,11.0,14
GP,F,18.0,R,GT3,4,4,teacher,other,reputation,2,2.0,0,yes,yes,yes,no,4,3,4,4,8,11.362637362637363,11.0,12
GP,M,18.0,U,GT3,4,2,health,other,reputation,1,2.0,0,yes,yes,yes,yes,5,4,5,5,4,11.362637362637363,12.0,14
GP,F,18.0,R,GT3,2,1,other,other,reputation,2,2.0,0,no,no,yes,yes,4,3,5,3,12,8.0,9.0,10
GP,F,19.0,U,GT3,3,3,other,services,home,1,2.0,0,yes,yes,yes,no,4,3,5,5,16,11.362637362637363,12.0,12
GP,F,18.0,U,GT3,2,3,other,services,reputation,1,4.0,0,yes,yes,yes,yes,4,5,5,2,10,16.0,16.0,16
GP,F,18.0,U,LE3,1,1,other,other,home,2,2.0,0,no,yes,no,no,4,4,3,3,2,13.0,13.0,13
GP,M,17.0,R,GT3,1,2,at_home,at_home,home,1,2.0,0,yes,yes,no,yes,3,5,2,1,2,16.0,17.0,18
GP,F,18.0,U,GT3,2,1,other,other,home,1,2.0,0,no,yes,yes,yes,4,2,5,1,8,14.0,14.0,15
GP,F,17.0,U,GT3,2,4,at_home,health,reputation,2,2.0,0,no,yes,yes,yes,4,3,3,1,6,15.0,16.0,16
GP,F,17.0,U,LE3,2,2,services,other,course,2,2.0,0,no,yes,yes,yes,4,4,4,5,6,12.0,12.0,12
GP,F,18.0,R,GT3,3,2,other,services,home,2,2.0,0,no,no,yes,yes,4,1,1,5,15,12.0,9.0,10
GP,M,18.0,U,GT3,4,4,teacher,services,home,2,1.0,0,yes,yes,yes,no,3,2,4,3,6,11.0,11.5671875,12
GP,F,18.0,U,GT3,4,4,health,health,reputation,1,2.0,1,yes,yes,yes,yes,2,4,4,4,2,14.0,11.5671875,13
GP,F,17.0,U,GT3,2,2,other,services,reputation,3,3.0,0,no,yes,yes,yes,4,2,3,1,8,13.0,15.0,15
GP,F,19.0,R,GT3,3,2,services,services,reputation,1,2.0,1,no,no,yes,no,3,3,3,3,0,9.0,8.0,10
GP,M,18.0,U,LE3,4,3,teacher,services,course,2,1.0,0,yes,yes,yes,no,4,2,3,1,0,10.0,10.0,10
GP,M,18.0,U,GT3,1,2,at_home,other,home,2,1.9397781299524564,0,no,no,yes,no,3,4,4,4,10,10.0,10.0,11
GP,M,17.0,U,LE3,4,1,services,other,home,2,1.0,0,yes,yes,yes,yes,4,5,4,5,22,11.0,11.0,10
GP,M,17.0,U,LE3,3,2,teacher,services,home,1,1.0,0,no,yes,yes,no,4,4,4,3,18,13.0,13.0,13
GP,F,18.0,R,LE3,1,1,at_home,other,reputation,2,4.0,0,yes,yes,no,no,5,2,2,3,2,17.0,17.0,18
GP,F,18.0,U,GT3,1,1,other,other,home,2,2.0,0,yes,yes,yes,no,5,4,4,4,0,12.0,13.0,13
GP,F,17.0,U,GT3,2,2,other,other,course,1,2.0,0,no,yes,yes,no,5,4,5,5,12,12.0,12.0,14
GP,F,18.0,U,GT3,2,1,other,other,reputation,2,2.0,0,yes,yes,yes,yes,4,3,1,5,10,12.0,13.0,14
GP,M,17.0,U,GT3,1,1,other,other,reputation,1,2.0,0,no,yes,yes,no,4,3,3,4,0,12.0,12.0,12
GP,F,18.0,U,GT3,2,2,at_home,at_home,other,1,3.0,0,no,yes,yes,no,4,3,3,2,0,18.0,18.0,18
GP,F,17.0,U,GT3,1,1,services,teacher,reputation,1,3.0,0,no,yes,yes,no,4,3,3,3,0,13.0,13.0,14
GP,M,18.0,U,GT3,2,1,services,services,reputation,1,3.0,0,yes,yes,yes,no,4,2,4,2,0,14.0,15.0,15
GP,M,18.0,U,LE3,4,4,teacher,teacher,reputation,1,2.0,0,yes,yes,yes,no,5,4,3,2,0,17.0,17.0,17
GP,M,18.0,U,GT3,4,2,teacher,other,home,1,2.0,0,yes,yes,yes,yes,4,3,2,5,2,15.0,16.0,16
GP,F,17.0,U,GT3,4,3,health,services,reputation,1,3.0,0,no,yes,yes,no,4,2,2,3,0,17.0,18.0,18
GP,F,17.0,R,LE3,3,1,services,other,reputation,2,4.0,0,no,yes,no,no,3,1,2,3,0,18.0,19.0,19
GP,M,18.0,R,LE3,3,2,services,other,reputation,2,3.0,0,yes,yes,yes,no,5,4,2,4,0,14.0,15.0,15
GP,M,17.0,U,GT3,3,3,health,other,home,1,1.0,0,no,yes,yes,no,4,4,3,5,0,14.0,15.0,15
GP,F,19.0,U,GT3,4,4,health,other,reputation,2,2.0,0,yes,yes,yes,no,2,3,4,2,2,14.0,13.0,13
GP,F,18.0,U,LE3,4,3,other,other,home,2,2.0,0,no,yes,yes,yes,4,4,5,2,0,13.0,14.0,14
GP,F,18.0,U,GT3,4,3,other,other,reputation,1,4.0,0,no,yes,yes,no,4,3,3,3,0,16.0,17.0,17
GP,M,18.0,U,LE3,4,4,teacher,teacher,home,1,1.0,0,no,yes,yes,yes,1,4,2,1,0,18.0,18.0,17
GP,F,18.0,U,LE3,4,4,health,other,home,1,1.9397781299524564,0,no,yes,yes,yes,4,2,4,4,0,14.0,15.0,15
GP,M,17.0,U,LE3,4,4,other,teacher,home,2,1.9397781299524564,0,no,yes,yes,no,4,1,1,5,0,12.0,13.0,13
GP,F,17.0,R,GT3,4,4,services,services,reputation,2,3.0,0,yes,yes,yes,no,5,3,4,5,0,7.0,7.0,8
GP,F,17.0,U,GT3,4,2,other,other,reputation,2,3.0,0,no,yes,yes,no,4,3,3,3,0,16.0,16.0,16
GP,F,17.0,U,GT3,3,2,health,health,reputation,1,4.0,0,yes,yes,yes,no,5,2,2,5,0,18.0,18.0,18
GP,M,19.0,R,LE3,2,1,at_home,services,course,2,3.0,1,yes,yes,yes,yes,4,3,1,5,0,9.0,10.0,11
GP,M,20.0,U,GT3,3,2,services,other,course,1,1.0,2,yes,yes,no,no,5,5,3,5,0,14.0,15.0,15
GP,M,19.0,R,GT3,3,3,other,services,reputation,1,2.0,0,yes,yes,no,yes,4,5,3,5,0,10.0,10.0,11
GP,F,18.0,U,GT3,1,4,other,teacher,home,1,2.0,0,no,yes,no,yes,3,4,4,5,2,10.0,10.0,11
GP,F,18.0,U,GT3,2,1,services,others,course,2,2.0,0,yes,yes,yes,no,5,3,3,1,2,12.0,12.0,15
GP,F,17.0,U,GT3,2,3,other,others,course,2,2.0,0,yes,yes,yes,yes,4,2,1,3,2,11.0,12.0,14
GP,F,17.0,R,GT3,4,4,teacher,teacher,course,1,1.0,0,yes,yes,yes,no,4,4,4,5,2,15.0,16.0,17
GP,F,18.0,U,GT3,4,3,other,other,course,1,3.0,0,yes,yes,yes,yes,4,3,4,5,2,14.0,15.0,17
GP,F,18.0,U,LE3,4,3,health,services,course,2,1.0,0,no,yes,yes,no,3,2,4,1,8,12.0,12.0,15
GP,F,17.0,R,GT3,3,4,at_home,services,course,1,3.0,0,yes,yes,yes,no,4,3,4,5,2,15.0,15.0,17
GP,F,18.0,U,GT3,3,3,at_home,other,course,1,2.0,0,no,yes,yes,no,4,1,4,3,8,11.0,12.0,14
GP,M,19.0,U,GT3,4,2,health,other,course,2,2.0,0,yes,yes,yes,yes,5,4,4,1,9,11.0,10.0,10
GP,F,18.0,U,GT3,4,4,teacher,other,course,1,2.0,0,no,yes,yes,no,4,4,4,5,0,12.0,11.0,13
GP,F,18.0,U,GT3,3,4,other,other,course,1,1.0,0,yes,yes,yes,yes,5,4,4,1,4,11.0,12.0,14
GP,F,17.0,U,GT3,4,4,health,health,course,1,1.0,0,yes,yes,yes,no,5,3,4,5,2,14.0,15.0,17
GP,F,17.0,U,GT3,4,3,services,services,course,1,2.0,0,no,yes,yes,yes,5,2,2,5,14,15.0,14.0,17
GP,F,17.0,U,LE3,3,3,services,other,home,1,2.0,0,no,yes,yes,no,5,3,3,5,0,12.0,12.0,13
GP,F,17.0,U,LE3,2,1,other,others,home,1,2.0,0,yes,yes,yes,no,4,2,3,2,2,11.0,12.0,14
GP,M,18.0,U,LE3,4,4,other,others,reputation,1,1.0,0,no,yes,yes,no,4,2,5,5,2,8.0,9.0,11
GP,F,19.0,U,GT3,1,1,other,others,course,3,3.0,0,yes,no,no,yes,1,5,5,5,12,10.0,10.0,11
GP,F,19.0,U,LE3,1,1,other,other,course,3,2.0,2,no,yes,yes,yes,5,3,4,4,2,8.0,8.0,9
GP,F,18.0,U,GT3,2,2,other,other,course,1,1.0,0,yes,yes,yes,yes,4,3,5,5,2,10.0,10.0,10
GP,F,17.0,U,GT3,2,2,other,other,course,1,2.0,0,no,yes,no,yes,4,2,2,3,4,14.0,13.0,13
GP,F,17.0,R,LE3,2,2,services,services,course,1,3.0,0,yes,yes,yes,no,3,3,2,3,0,11.0,11.0,10
GP,F,17.0,U,GT3,3,1,services,services,course,1,3.0,0,no,yes,yes,no,3,4,3,5,0,17.0,18.0,17
GP,F,17.0,U,LE3,0,2,at_home,at_home,home,2,3.0,0,no,yes,yes,no,3,3,3,2,0,14.0,14.0,15
GP,F,18.0,U,GT3,1,1,other,other,home,2,3.0,0,yes,yes,yes,no,4,5,5,2,0,14.0,14.0,14
GP,M,18.0,U,GT3,4,4,other,other,course,1,3.0,0,yes,yes,yes,no,4,3,3,3,0,13.0,14.0,13
GP,M,17.0,U,GT3,3,3,other,services,reputation,1,1.0,0,yes,yes,yes,no,4,3,5,5,0,17.0,18.0,17
GP,M,17.0,R,GT3,2,2,services,other,course,4,1.0,0,no,yes,yes,no,4,4,5,4,2,11.0,10.0,10
GP,F,17.0,U,GT3,4,4,teacher,services,course,1,3.0,0,yes,yes,yes,no,5,4,4,4,0,13.0,12.0,13
GP,F,17.0,U,GT3,4,4,teacher,teacher,course,2,3.0,0,no,yes,yes,yes,4,3,3,4,4,15.0,14.0,15
GP,F,17.0,U,GT3,3,3,at_home,other,course,1,1.9397781299524564,0,yes,yes,yes,no,4,2,5,5,2,11.0,12.0,11
GP,M,18.0,U,LE3,2,2,other,other,course,1,1.9397781299524564,0,yes,yes,yes,no,4,5,5,5,0,11.0,11.0,12
GP,M,19.0,R,GT3,3,2,at_home,services,home,1,1.0,0,no,yes,no,yes,5,3,4,5,0,11.0,10.0,10
GP,F,18.0,U,GT3,2,2,at_home,other,course,4,2.0,0,yes,yes,no,yes,4,2,5,2,2,10.0,9.0,10
GP,F,17.0,R,GT3,2,4,at_home,other,course,1,3.0,0,no,yes,yes,yes,4,4,3,5,0,15.0,15.0,15
GP,M,18.0,U,GT3,2,2,other,other,reputation,1,1.0,0,no,yes,yes,no,5,4,2,5,6,15.0,14.0,15
GP,F,18.0,U,GT3,3,3,services,services,home,1,2.0,0,yes,yes,yes,no,5,3,4,4,8,10.0,11.0,12
GP,F,18.0,U,LE3,2,2,other,other,home,1,2.0,0,yes,yes,yes,yes,4,3,3,2,0,10.0,9.0,12
GP,F,18.0,R,GT3,2,2,at_home,other,course,2,4.0,0,yes,yes,no,no,4,4,4,4,6,14.0,13.0,14
GP,F,17.0,U,GT3,3,4,services,other,course,1,3.0,0,no,yes,yes,no,4,4,5,5,8,11.0,13.0,14
GP,F,17.0,U,GT3,3,2,other,other,home,1,2.0,0,no,yes,yes,yes,4,3,2,2,0,12.0,13.0,15
GP,F,18.0,U,LE3,3,3,services,services,home,1,4.0,0,no,yes,yes,no,5,3,3,1,4,14.0,14.0,15
GP,F,17.0,R,GT3,3,2,other,other,home,1,2.0,0,no,yes,yes,no,4,3,3,2,0,14.0,14.0,16
GP,M,18.0,U,GT3,4,4,teacher,services,home,1,2.0,0,yes,yes,yes,no,4,3,3,2,0,12.0,12.0,13
GP,M,18.0,U,LE3,3,4,services,other,home,1,2.0,0,yes,yes,yes,yes,4,3,3,5,6,16.0,16.0,17
GP,F,17.0,U,GT3,2,2,at_home,at_home,home,1,2.0,0,no,yes,yes,yes,3,3,1,4,18,10.0,12.0,14
GP,F,18.0,U,GT3,2,3,at_home,other,course,1,3.0,0,no,yes,yes,no,4,3,3,3,0,11.0,12.0,14
GP,F,18.0,U,GT3,3,2,other,services,other,1,3.0,0,no,yes,yes,yes,5,4,3,1,4,14.0,16.0,17
GP,M,18.0,R,GT3,4,3,teacher,services,course,1,3.0,0,no,yes,yes,yes,5,3,2,4,4,15.0,14.0,17
GP,M,18.0,U,GT3,4,3,teacher,other,course,1,3.0,0,no,yes,yes,yes,5,4,5,5,0,14.0,13.0,14
GP,F,17.0,U,GT3,4,3,health,other,reputation,1,3.0,0,yes,yes,yes,yes,4,4,3,4,0,11.0,12.0,13
GP,F,17.0,U,GT3,2,1,services,other,course,2,2.0,0,yes,yes,yes,yes,4,3,4,1,10,12.0,15.0,15
GP,F,17.0,U,GT3,2,1,services,other,reputation,1,2.0,0,yes,yes,yes,no,4,3,5,4,4,12.0,16.0,16
GP,F,19.0,U,LE3,2,3,at_home,other,home,2,1.0,1,no,no,yes,no,2,2,3,5,16,10.0,11.0,11
GP,F,17.0,U,GT3,3,1,other,at_home,home,1,1.0,1,no,yes,yes,yes,4,1,2,3,6,10.0,13.0,13
GP,F,21.0,U,LE3,4,4,other,other,reputation,1,3.0,2,yes,yes,yes,no,3,3,2,5,0,9.0,12.0,12
GP,M,18.0,U,LE3,2,2,services,services,reputation,1,2.0,0,yes,no,yes,no,4,4,4,3,11,9.0,11.0,12
GP,M,18.0,U,LE3,3,4,other,other,reputation,1,2.0,0,yes,yes,yes,yes,4,3,5,2,9,13.0,14.0,15
GP,F,17.0,U,GT3,2,2,services,services,reputation,1,2.0,0,yes,yes,yes,no,4,3,4,4,0,13.0,17.0,17
GP,M,17.0,U,LE3,4,4,health,other,reputation,1,3.0,0,no,yes,yes,no,4,4,2,4,2,12.0,15.0,15
GP,F,18.0,U,LE3,4,2,teacher,other,course,1,2.0,0,yes,yes,yes,no,4,2,2,3,0,14.0,17.0,17
GP,M,21.0,R,LE3,1,1,at_home,other,course,2,2.0,2,yes,no,yes,yes,5,3,3,4,21,9.0,10.0,10
GP,F,20.0,R,GT3,1,1,other,other,reputation,2,3.0,0,no,yes,yes,yes,3,2,2,3,8,11.0,15.0,15
GP,F,19.0,U,GT3,4,4,teacher,other,home,1,1.0,1,no,yes,yes,yes,3,2,5,5,5,9.0,10.0,11
GP,M,17.0,U,LE3,3,2,other,other,reputation,1,2.0,0,no,yes,yes,no,4,4,4,5,10,16.0,18.0,18
GP,F,18.0,U,GT3,3,2,at_home,other,reputation,1,3.0,0,no,yes,yes,yes,4,3,4,2,5,14.0,17.0,17
GP,M,18.0,R,GT3,2,3,other,services,reputation,1,1.0,0,no,yes,yes,no,3,1,3,4,13,13.0,14.0,14
GP,M,19.0,U,GT3,2,1,other,other,reputation,1,1.0,0,no,yes,yes,no,5,3,4,4,10,7.0,11.0,11
GP,F,18.0,U,LE3,2,2,services,other,reputation,2,2.0,0,no,yes,yes,no,4,1,4,4,10,14.0,17.0,17
GP,F,20.0,U,GT3,1,0,other,other,reputation,2,1.0,1,no,yes,yes,yes,5,3,1,5,5,8.0,10.0,10
GP,F,18.0,U,GT3,3,2,services,other,home,1,2.0,0,yes,yes,yes,yes,3,1,2,1,4,10.0,13.0,13
MS,F,16.0,U,GT3,1,3,at_home,other,other,2,1.0,0,no,no,yes,yes,4,3,3,5,11,10.0,11.0,11
MS,F,16.0,R,GT3,2,2,other,other,course,2,2.0,0,yes,yes,yes,no,4,4,4,5,0,12.0,12.0,12
MS,F,15.0,R,GT3,1,1,at_home,services,other,1,1.0,1,no,yes,no,yes,4,1,3,2,6,10.0,10.0,10
MS,F,15.0,R,GT3,3,3,at_home,other,course,2,1.0,0,no,yes,yes,no,5,4,4,5,4,10.0,10.0,11
MS,F,16.0,R,GT3,2,3,at_home,services,course,2,2.0,0,no,yes,no,no,4,5,2,5,0,16.0,17.0,17
MS,F,15.0,R,LE3,2,1,at_home,other,home,2,1.0,0,no,no,no,no,1,3,4,1,0,6.0,8.0,9
